card_id,client_id,account_id,card_number_masked,card_type,card_level,issue_date,expiry_date,card_status
1260,1655,889,4210********4247,mastercard,classic,2025-12-13,2028-12-12,active
1261,899,1755,4658********5243,mastercard,platinum,2025-05-29,2028-05-28,active
1262,906,1367,4988********8131,mastercard,classic,2025-03-25,2028-03-24,active
1263,913,2397,4732********2624,mastercard,gold,2024-10-05,2027-10-05,active
1264,981,214,4921********5713,visa,platinum,2024-09-12,2027-09-12,active
1265,138,2008,4470********3927,mastercard,gold,2025-06-27,2028-06-26,blocked
1266,1600,2149,4535********6931,mastercard,gold,2025-03-13,2028-03-12,active
1267,1128,801,4432********4414,mastercard,platinum,2024-07-25,2027-07-25,active
1268,439,2481,4184********1737,mastercard,gold,2023-06-18,2026-06-17,active
1269,1709,2440,4484********6370,mastercard,classic,2024-05-20,2027-05-20,expired
1270,1778,2284,4563********8231,visa,classic,2025-02-26,2028-02-26,blocked
1271,1936,2663,4634********4093,visa,gold,2025-12-29,2028-12-28,active
1272,101,2712,4042********3763,mastercard,platinum,2023-09-10,2026-09-09,active
1273,1030,274,4455********6040,mastercard,gold,2023-12-04,2026-12-03,active
1274,1004,72,4787********9129,visa,classic,2025-11-05,2028-11-04,active
1275,1152,1790,4353********8018,mastercard,classic,2025-09-09,2028-09-08,expired
1276,1578,1088,4843********7368,mastercard,gold,2025-11-25,2028-11-24,expired
1277,749,395,4779********1176,visa,gold,2024-01-17,2027-01-16,active
1278,332,584,4791********9782,mastercard,platinum,2023-07-09,2026-07-08,active
1279,1039,2081,4387********3241,mastercard,platinum,2023-08-05,2026-08-04,expired
1280,1766,1981,4042********5601,mastercard,classic,2025-07-02,2028-07-01,active
1281,567,501,4528********8108,mastercard,classic,2024-04-13,2027-04-13,active
1282,1806,2015,4980********1052,mastercard,classic,2024-10-25,2027-10-25,expired
1283,892,2224,4895********6524,mastercard,gold,2023-10-14,2026-10-13,active
1284,1966,2980,4178********2497,mastercard,platinum,2026-01-20,2029-01-19,active
1285,192,2741,4240********6263,visa,classic,2023-07-25,2026-07-24,expired
1286,250,2319,4799********4610,mastercard,platinum,2025-06-05,2028-06-04,active
1287,831,1260,4268********8001,visa,gold,2024-11-30,2027-11-30,blocked
1288,1180,1743,4866********7726,visa,gold,2025-09-05,2028-09-04,active
1289,1700,206,4466********9277,mastercard,gold,2023-08-21,2026-08-20,active
1290,618,734,4468********1839,mastercard,platinum,2026-03-02,2029-03-01,blocked
1291,1112,2503,4084********9883,mastercard,platinum,2025-05-11,2028-05-10,active
1292,285,527,4899********7809,mastercard,gold,2025-05-12,2028-05-11,blocked
1293,1701,1376,4134********7352,visa,gold,2024-02-11,2027-02-10,expired
1294,971,899,4946********2100,mastercard,platinum,2023-07-09,2026-07-08,active
1295,1880,378,4903********2427,mastercard,platinum,2025-02-17,2028-02-17,expired
1296,64,1727,4584********1549,visa,classic,2024-07-16,2027-07-16,blocked
1297,233,2683,4486********3735,visa,classic,2023-12-14,2026-12-13,expired
1298,220,2723,4315********6480,visa,platinum,2023-05-08,2026-05-07,blocked
1299,1542,387,4665********7308,visa,gold,2024-02-03,2027-02-02,active
1300,22,199,4372********7748,mastercard,classic,2025-10-13,2028-10-12,active
1301,1312,1051,4921********1598,visa,platinum,2025-04-25,2028-04-24,active
1302,1020,591,4454********5374,mastercard,platinum,2025-02-14,2028-02-14,expired
1303,136,520,4251********4461,visa,gold,2024-11-13,2027-11-13,blocked
1304,1536,2951,4660********8209,visa,classic,2023-12-25,2026-12-24,blocked
1305,1459,430,4482********2970,visa,classic,2024-04-05,2027-04-05,active
1306,567,1084,4430********7722,mastercard,platinum,2023-06-10,2026-06-09,active
1307,1840,208,4794********2331,visa,platinum,2025-12-05,2028-12-04,blocked
1308,414,492,4520********9307,mastercard,gold,2026-03-26,2029-03-25,active
1309,278,1610,4514********6398,visa,gold,2025-03-08,2028-03-07,blocked
1310,926,2913,4769********4362,mastercard,classic,2025-03-20,2028-03-19,active
1311,1160,793,4696********3771,mastercard,gold,2024-01-13,2027-01-12,active
1312,935,2020,4759********6159,mastercard,classic,2024-01-15,2027-01-14,active
1313,1504,1187,4584********3261,visa,classic,2025-02-14,2028-02-14,blocked
1314,1982,1186,4060********5298,mastercard,platinum,2025-12-10,2028-12-09,active
1315,1642,2182,4558********7577,mastercard,classic,2025-11-17,2028-11-16,blocked
1316,1239,1341,4400********4374,visa,classic,2023-08-11,2026-08-10,active
1317,656,2233,4411********3668,visa,gold,2025-07-12,2028-07-11,active
1318,734,84,4966********3905,visa,platinum,2024-05-13,2027-05-13,expired
1319,1319,2370,4835********9790,visa,gold,2024-04-02,2027-04-02,active
1320,86,2227,4575********3521,mastercard,platinum,2024-02-25,2027-02-24,active
1321,575,21,4988********4343,visa,gold,2024-12-04,2027-12-04,active
1322,286,1379,4468********1099,mastercard,gold,2024-07-15,2027-07-15,expired
1323,267,1559,4268********3811,mastercard,platinum,2023-06-22,2026-06-21,active
1324,1900,1939,4161********1494,visa,platinum,2025-04-27,2028-04-26,expired
1325,1036,2838,4548********4840,visa,platinum,2025-09-14,2028-09-13,active
1326,1483,1938,4980********6354,mastercard,platinum,2025-07-09,2028-07-08,expired
1327,1108,974,4708********1315,visa,gold,2024-10-16,2027-10-16,active
1328,101,2790,4793********7857,mastercard,classic,2024-04-23,2027-04-23,blocked
1329,1046,884,4613********3943,visa,platinum,2026-02-13,2029-02-12,active
1330,1290,1099,4839********9824,mastercard,classic,2025-10-06,2028-10-05,active
1331,973,157,4376********5234,visa,gold,2023-06-27,2026-06-26,active
1332,1319,2277,4574********9398,mastercard,platinum,2023-10-12,2026-10-11,active
1333,805,887,4831********1889,visa,platinum,2023-06-28,2026-06-27,active
1334,985,2999,4477********9827,visa,gold,2025-11-21,2028-11-20,blocked
1335,222,1592,4514********1091,mastercard,platinum,2025-02-03,2028-02-03,blocked
1336,19,2479,4976********5441,visa,platinum,2023-11-17,2026-11-16,active
1337,329,2718,4351********9645,visa,classic,2026-04-17,2029-04-16,blocked
1338,1406,2535,4666********5138,visa,platinum,2025-06-11,2028-06-10,expired
1339,228,2118,4095********6383,visa,classic,2025-09-02,2028-09-01,blocked
1340,1667,1473,4793********1759,visa,gold,2023-05-16,2026-05-15,active
1341,1230,2649,4959********3557,mastercard,platinum,2023-06-17,2026-06-16,active
1342,1270,459,4043********8311,visa,classic,2024-07-23,2027-07-23,active
1343,1856,2499,4525********9837,visa,platinum,2024-12-12,2027-12-12,active
1344,314,79,4465********3610,mastercard,classic,2025-09-13,2028-09-12,expired
1345,1620,2915,4169********7793,visa,platinum,2023-05-07,2026-05-06,active
1346,820,1057,4852********5901,mastercard,classic,2023-12-14,2026-12-13,active
1347,1829,907,4468********3413,mastercard,platinum,2025-09-26,2028-09-25,active
1348,1088,1564,4656********8650,mastercard,classic,2024-11-02,2027-11-02,active
1349,599,2427,4429********9844,visa,gold,2024-04-26,2027-04-26,expired
1350,881,2697,4701********2840,mastercard,classic,2023-10-17,2026-10-16,active
1351,1656,381,4819********8737,mastercard,gold,2023-08-23,2026-08-22,active
1352,1285,948,4015********1542,visa,classic,2024-01-22,2027-01-21,active
1353,76,1713,4639********2966,mastercard,classic,2024-09-17,2027-09-17,active
1354,1387,2757,4944********7902,visa,platinum,2024-04-04,2027-04-04,active
1355,740,716,4287********5412,visa,gold,2025-10-06,2028-10-05,expired
1356,159,1914,4390********4012,mastercard,gold,2026-02-04,2029-02-03,expired
1357,656,687,4696********8938,visa,classic,2025-11-26,2028-11-25,active
1358,386,2671,4011********5837,visa,gold,2025-10-29,2028-10-28,active
1359,492,1294,4673********7126,visa,gold,2026-01-11,2029-01-10,expired
1360,1875,306,4019********2474,visa,classic,2023-09-28,2026-09-27,blocked
1361,1238,210,4372********5073,visa,classic,2024-06-08,2027-06-08,expired
1362,1131,2012,4931********5362,mastercard,gold,2026-03-28,2029-03-27,active
1363,1551,2222,4255********7172,mastercard,classic,2023-12-08,2026-12-07,active
1364,630,2976,4940********5811,visa,gold,2023-10-10,2026-10-09,active
1365,691,1538,4136********6051,visa,gold,2023-08-31,2026-08-30,active
1366,234,886,4227********7961,mastercard,platinum,2024-07-18,2027-07-18,active
1367,564,1860,4716********9729,mastercard,gold,2023-05-01,2026-04-30,active
1368,882,918,4695********1266,visa,gold,2024-04-07,2027-04-07,active
1369,701,1887,4860********9356,visa,classic,2025-07-30,2028-07-29,active
1370,731,1661,4895********8401,mastercard,classic,2025-04-28,2028-04-27,expired
1371,1130,192,4378********5529,mastercard,gold,2024-06-03,2027-06-03,active
1372,262,1748,4202********3083,visa,gold,2025-11-16,2028-11-15,active
1373,985,2132,4390********7606,mastercard,platinum,2023-07-04,2026-07-03,expired
1374,1543,1266,4993********9666,mastercard,gold,2023-06-13,2026-06-12,expired
1375,1068,484,4075********3119,mastercard,platinum,2024-12-30,2027-12-30,active
1376,97,916,4580********8939,visa,classic,2025-03-12,2028-03-11,active
1377,643,2600,4974********5203,visa,platinum,2025-03-03,2028-03-02,expired
1378,539,278,4396********4023,visa,gold,2025-10-08,2028-10-07,expired
1379,415,989,4634********3110,visa,gold,2025-02-18,2028-02-18,blocked
1380,696,1988,4407********2190,mastercard,platinum,2023-11-06,2026-11-05,expired
1381,1263,1895,4417********3898,visa,gold,2025-09-03,2028-09-02,blocked
1382,1560,1870,4624********3528,visa,classic,2026-04-16,2029-04-15,active
1383,202,572,4769********8822,mastercard,platinum,2024-03-06,2027-03-06,expired
1384,1609,994,4475********9117,mastercard,platinum,2025-02-22,2028-02-22,active
1385,1083,2796,4381********8107,visa,gold,2025-08-06,2028-08-05,active
1386,1286,2947,4252********5174,visa,classic,2023-05-11,2026-05-10,expired
1387,903,586,4970********5120,visa,classic,2023-05-15,2026-05-14,active
1388,514,2329,4204********9648,visa,platinum,2024-03-07,2027-03-07,active
1389,1664,2994,4158********3065,mastercard,classic,2024-06-10,2027-06-10,active
1390,562,1350,4004********2089,mastercard,gold,2023-07-11,2026-07-10,active
1391,1093,2901,4668********8641,mastercard,classic,2024-05-20,2027-05-20,expired
1392,1941,675,4741********2103,mastercard,platinum,2023-09-19,2026-09-18,active
1393,1362,2591,4873********1553,mastercard,platinum,2025-12-30,2028-12-29,expired
1394,533,856,4072********4567,mastercard,classic,2023-10-07,2026-10-06,active
1395,1502,448,4209********9463,mastercard,gold,2025-11-12,2028-11-11,active
1396,1315,1420,4922********9905,mastercard,classic,2024-07-03,2027-07-03,active
1397,386,2230,4605********9849,mastercard,platinum,2026-01-29,2029-01-28,active
1398,1049,1617,4852********7287,mastercard,classic,2025-01-22,2028-01-22,active
1399,229,2259,4303********1186,mastercard,platinum,2024-05-17,2027-05-17,active
1400,1391,2822,4056********9496,visa,classic,2024-10-05,2027-10-05,active
1401,1402,2754,4851********4803,visa,platinum,2025-10-05,2028-10-04,blocked
1402,1291,1717,4436********8014,visa,platinum,2025-08-30,2028-08-29,active
1403,694,2672,4572********7564,visa,platinum,2024-03-21,2027-03-21,expired
1404,1947,1248,4943********1556,mastercard,gold,2025-04-18,2028-04-17,expired
1405,1293,295,4134********1070,visa,gold,2025-06-30,2028-06-29,active
1406,905,589,4251********1045,mastercard,platinum,2024-01-22,2027-01-21,blocked
1407,1635,1282,4418********2646,mastercard,platinum,2024-02-06,2027-02-05,active
1408,219,1423,4491********3505,mastercard,classic,2025-01-11,2028-01-11,active
1409,27,2350,4253********6035,mastercard,gold,2024-08-11,2027-08-11,active
1410,1540,1427,4727********3676,mastercard,classic,2024-03-17,2027-03-17,active
1411,1165,2253,4672********4181,mastercard,platinum,2025-11-24,2028-11-23,expired
1412,1596,426,4323********7630,visa,classic,2024-11-19,2027-11-19,active
1413,1281,535,4508********9031,mastercard,classic,2025-10-20,2028-10-19,active
1414,457,1055,4075********9131,mastercard,classic,2025-02-18,2028-02-18,active
1415,909,1865,4429********2411,visa,classic,2024-03-17,2027-03-17,active
1416,506,2505,4711********6464,visa,platinum,2025-04-10,2028-04-09,active
1417,99,1426,4528********8934,visa,classic,2024-10-23,2027-10-23,blocked
1418,708,133,4041********4110,mastercard,platinum,2024-06-20,2027-06-20,active
1419,1288,1838,4829********5815,mastercard,gold,2024-08-03,2027-08-03,blocked
1420,897,1826,4293********1001,mastercard,gold,2023-07-12,2026-07-11,blocked
1421,277,422,4026********8273,mastercard,classic,2025-12-04,2028-12-03,active
1422,1578,2659,4322********2076,visa,platinum,2023-08-19,2026-08-18,blocked
1423,1570,2029,4423********6265,visa,platinum,2024-11-21,2027-11-21,active
1424,1447,2990,4805********8720,visa,platinum,2025-11-12,2028-11-11,expired
1425,304,1369,4873********6853,visa,gold,2025-12-04,2028-12-03,active
1426,1036,557,4984********3727,mastercard,classic,2025-11-03,2028-11-02,active
1427,1966,2044,4360********7283,visa,gold,2024-08-15,2027-08-15,active
1428,1925,1487,4619********2202,mastercard,platinum,2025-02-22,2028-02-22,active
1429,154,2680,4352********6674,visa,platinum,2025-08-04,2028-08-03,active
1430,1881,571,4328********8403,mastercard,gold,2025-02-16,2028-02-16,expired
1431,1072,353,4401********6992,visa,platinum,2023-05-06,2026-05-05,active
1432,1553,92,4943********7526,visa,platinum,2024-07-21,2027-07-21,blocked
1433,612,2563,4840********8746,visa,classic,2024-12-16,2027-12-16,active
1434,596,2534,4011********5027,visa,platinum,2023-10-07,2026-10-06,active
1435,769,1171,4326********6107,visa,platinum,2023-05-28,2026-05-27,active
1436,981,2249,4018********5073,visa,classic,2023-11-16,2026-11-15,active
1437,652,1286,4823********9841,visa,platinum,2024-06-05,2027-06-05,active
1438,1699,1703,4602********7268,mastercard,classic,2024-08-08,2027-08-08,active
1439,1932,1469,4244********9417,mastercard,platinum,2024-09-13,2027-09-13,expired
1440,968,1908,4408********5566,visa,platinum,2025-11-20,2028-11-19,blocked
1441,782,1478,4546********9855,visa,classic,2024-04-04,2027-04-04,blocked
1442,791,698,4329********3579,mastercard,classic,2023-08-27,2026-08-26,blocked
1443,1469,2507,4289********8165,visa,classic,2025-12-12,2028-12-11,active
1444,39,349,4350********7840,visa,classic,2023-11-23,2026-11-22,active
1445,1350,1645,4954********4110,mastercard,gold,2025-03-01,2028-02-29,active
1446,1985,2347,4870********1338,visa,gold,2026-01-29,2029-01-28,blocked
1447,1704,2432,4043********9283,mastercard,classic,2025-03-08,2028-03-07,expired
1448,1316,2169,4172********1672,visa,platinum,2025-07-05,2028-07-04,expired
1449,198,1138,4094********9861,mastercard,classic,2024-03-18,2027-03-18,active
1450,742,1798,4094********4271,visa,gold,2025-08-25,2028-08-24,blocked
1451,392,1545,4102********2576,mastercard,platinum,2026-01-06,2029-01-05,active
1452,350,2837,4566********6546,visa,gold,2023-05-24,2026-05-23,active
1453,99,2821,4819********7542,visa,classic,2024-08-11,2027-08-11,active
1454,739,1340,4114********7607,visa,gold,2024-04-11,2027-04-11,blocked
1455,1827,2491,4817********3603,visa,classic,2024-09-04,2027-09-04,active
1456,1283,454,4231********8706,visa,gold,2026-04-18,2029-04-17,blocked
1457,989,914,4974********5466,mastercard,platinum,2024-11-04,2027-11-04,active
1458,433,1200,4303********8868,visa,platinum,2023-08-07,2026-08-06,active
1459,935,1275,4940********4222,visa,gold,2024-04-04,2027-04-04,active
1460,1715,1867,4296********7396,visa,platinum,2024-06-03,2027-06-03,expired
1461,1932,38,4347********4995,mastercard,gold,2024-01-12,2027-01-11,blocked
1462,182,975,4823********7348,mastercard,classic,2024-11-29,2027-11-29,blocked
1463,1645,2771,4184********5066,mastercard,platinum,2024-09-15,2027-09-15,expired
1464,204,984,4384********1045,mastercard,classic,2026-02-20,2029-02-19,active
1465,31,1806,4141********7297,visa,platinum,2026-02-18,2029-02-17,expired
1466,366,1962,4308********1269,visa,gold,2025-05-08,2028-05-07,blocked
1467,1724,1419,4832********8346,visa,classic,2025-04-22,2028-04-21,blocked
1468,578,1285,4529********7574,visa,gold,2025-11-23,2028-11-22,active
1469,619,40,4402********4874,visa,gold,2023-09-16,2026-09-15,blocked
1470,747,2541,4244********8110,visa,gold,2026-02-02,2029-02-01,active
1471,648,170,4132********9698,visa,platinum,2024-10-22,2027-10-22,blocked
1472,1032,1356,4272********1131,visa,classic,2024-10-18,2027-10-18,active
1473,1035,738,4600********1717,visa,classic,2024-03-12,2027-03-12,active
1474,423,1591,4824********4887,visa,classic,2023-10-13,2026-10-12,active
1475,1822,2700,4138********1381,mastercard,gold,2023-10-16,2026-10-15,active
1476,1797,1898,4705********4277,mastercard,gold,2025-08-25,2028-08-24,expired
1477,1596,635,4478********7007,visa,classic,2026-04-11,2029-04-10,expired
1478,34,2648,4664********4058,mastercard,classic,2025-08-25,2028-08-24,active
1479,1652,1919,4638********9739,mastercard,classic,2025-07-15,2028-07-14,active
1480,899,1291,4883********8593,mastercard,gold,2025-09-13,2028-09-12,active
1481,548,1381,4677********6270,mastercard,gold,2023-05-06,2026-05-05,expired
1482,1239,580,4974********3245,visa,gold,2023-08-17,2026-08-16,active
1483,1580,329,4765********5612,mastercard,gold,2024-04-09,2027-04-09,active
1484,807,1643,4526********2483,visa,platinum,2026-02-07,2029-02-06,active
1485,830,893,4645********2978,mastercard,gold,2023-11-02,2026-11-01,active
1486,790,1850,4542********4462,mastercard,gold,2023-09-13,2026-09-12,active
1487,1567,781,4407********7654,visa,classic,2025-03-06,2028-03-05,expired
1488,526,160,4813********7078,visa,classic,2025-08-01,2028-07-31,blocked
1489,1914,1546,4631********9110,visa,gold,2023-09-16,2026-09-15,blocked
1490,359,1934,4389********1197,visa,gold,2026-01-09,2029-01-08,active
1491,488,2979,4830********7881,visa,gold,2024-02-06,2027-02-05,expired
1492,1300,62,4433********1499,mastercard,classic,2023-08-11,2026-08-10,active
1493,291,850,4459********3527,mastercard,gold,2025-01-26,2028-01-26,active
1494,1139,2130,4134********4223,mastercard,classic,2025-06-18,2028-06-17,active
1495,843,2893,4516********6982,visa,classic,2024-04-16,2027-04-16,active
1496,728,1044,4977********4261,visa,classic,2024-11-03,2027-11-03,blocked
1497,1059,2497,4235********2477,mastercard,gold,2023-11-19,2026-11-18,active
1498,79,2261,4323********7934,visa,gold,2025-12-09,2028-12-08,expired
1499,1525,2122,4450********2013,mastercard,classic,2023-07-09,2026-07-08,active
1500,167,1071,4261********5951,visa,classic,2024-11-02,2027-11-02,active
1501,728,54,4604********6347,mastercard,gold,2024-07-15,2027-07-15,expired
1502,1154,259,4271********1927,mastercard,gold,2023-05-05,2026-05-04,active
1503,909,506,4218********2590,mastercard,platinum,2023-05-20,2026-05-19,blocked
1504,745,753,4597********1891,mastercard,platinum,2025-06-15,2028-06-14,blocked
1505,1885,1979,4126********2309,mastercard,gold,2023-08-21,2026-08-20,active
1506,788,2948,4867********7629,visa,gold,2024-02-12,2027-02-11,active
1507,1578,2411,4397********3016,visa,classic,2023-06-17,2026-06-16,active
1508,396,1518,4730********9108,mastercard,platinum,2023-12-07,2026-12-06,expired
1509,668,2998,4471********7487,visa,gold,2026-01-28,2029-01-27,blocked
1510,1363,2274,4050********4043,visa,platinum,2026-04-01,2029-03-31,blocked
1511,1793,1390,4867********8766,visa,platinum,2024-01-18,2027-01-17,active
1512,745,1267,4250********1097,visa,platinum,2023-11-22,2026-11-21,active
1513,1939,2467,4167********1418,mastercard,gold,2024-06-13,2027-06-13,blocked
1514,367,1712,4247********4555,visa,classic,2023-06-01,2026-05-31,expired
1515,1658,772,4715********8848,visa,platinum,2025-09-18,2028-09-17,active
1516,610,2803,4215********7633,mastercard,gold,2025-05-26,2028-05-25,active
1517,640,1808,4190********3185,mastercard,classic,2023-10-02,2026-10-01,active
1518,1109,2686,4835********7468,mastercard,gold,2025-08-03,2028-08-02,expired
1519,620,1086,4880********4061,mastercard,classic,2025-05-06,2028-05-05,blocked
1520,590,2258,4484********4879,visa,classic,2023-11-29,2026-11-28,expired
1521,102,1533,4888********6540,visa,classic,2023-07-09,2026-07-08,active
1522,313,1326,4244********3987,visa,platinum,2025-10-26,2028-10-25,active
1523,1991,2120,4257********1002,visa,gold,2025-08-05,2028-08-04,expired
1524,1563,1813,4193********4734,visa,platinum,2024-07-18,2027-07-18,active
1525,1250,1715,4300********3265,visa,gold,2025-11-22,2028-11-21,blocked
1526,725,2035,4675********2156,visa,platinum,2024-07-18,2027-07-18,active
1527,336,2424,4818********8917,mastercard,gold,2023-10-31,2026-10-30,active
1528,9,2435,4336********5402,mastercard,classic,2024-01-08,2027-01-07,blocked
1529,476,1682,4058********8250,mastercard,gold,2025-11-06,2028-11-05,expired
1530,1844,2228,4706********2137,visa,platinum,2024-05-20,2027-05-20,active
1531,362,1164,4127********1482,visa,platinum,2023-09-15,2026-09-14,blocked
1532,83,964,4807********5658,visa,classic,2024-01-04,2027-01-03,active
1533,1465,2903,4188********8086,visa,classic,2023-05-21,2026-05-20,blocked
1534,261,1663,4460********8658,mastercard,classic,2023-08-06,2026-08-05,active
1535,1492,399,4961********2235,mastercard,platinum,2024-06-08,2027-06-08,expired
1536,682,585,4716********1553,mastercard,gold,2023-07-17,2026-07-16,active
1537,611,949,4747********8833,visa,gold,2023-06-24,2026-06-23,active
1538,1164,705,4212********6922,visa,classic,2023-05-30,2026-05-29,blocked
1539,1566,432,4816********1566,mastercard,platinum,2025-09-05,2028-09-04,active
1540,1509,293,4173********9248,mastercard,classic,2023-12-14,2026-12-13,active
1541,1206,146,4086********1615,mastercard,platinum,2024-08-14,2027-08-14,active
1542,185,324,4745********1878,visa,gold,2025-01-18,2028-01-18,active
1543,99,2109,4018********8116,mastercard,gold,2025-08-03,2028-08-02,expired
1544,1948,1166,4171********8012,mastercard,gold,2023-10-12,2026-10-11,active
1545,650,1453,4380********1039,mastercard,classic,2023-12-10,2026-12-09,active
1546,705,3,4862********1655,visa,platinum,2026-01-31,2029-01-30,blocked
1547,450,577,4195********9328,mastercard,platinum,2023-05-01,2026-04-30,blocked
1548,1789,2658,4904********5298,mastercard,platinum,2024-05-15,2027-05-15,active
1549,316,340,4289********8337,mastercard,gold,2025-07-29,2028-07-28,expired
1550,1060,2540,4497********4422,visa,platinum,2024-05-19,2027-05-19,active
1551,34,2936,4601********8936,mastercard,platinum,2023-07-11,2026-07-10,active
1552,1783,926,4263********9291,mastercard,classic,2025-10-28,2028-10-27,expired
1553,1940,266,4757********6160,mastercard,classic,2025-04-17,2028-04-16,active
1554,478,377,4611********4400,visa,gold,2025-03-04,2028-03-03,blocked
1555,699,2023,4303********4546,visa,classic,2023-12-25,2026-12-24,active
1556,1870,1464,4998********5214,mastercard,classic,2026-02-13,2029-02-12,active
1557,1566,272,4103********3571,visa,platinum,2023-11-14,2026-11-13,active
1558,1861,697,4337********5723,mastercard,classic,2025-10-09,2028-10-08,active
1559,408,2974,4016********1066,visa,classic,2023-07-11,2026-07-10,blocked
1560,132,245,4447********3676,visa,classic,2025-09-25,2028-09-24,expired
1561,1486,2814,4995********9700,mastercard,gold,2025-12-26,2028-12-25,active
1562,1312,477,4176********3647,mastercard,gold,2023-10-18,2026-10-17,blocked
1563,1356,2786,4764********9257,mastercard,classic,2025-12-08,2028-12-07,expired
1564,1529,2844,4792********9211,visa,classic,2023-04-30,2026-04-29,active
1565,1816,2299,4461********9615,mastercard,classic,2026-03-20,2029-03-19,active
1566,655,2449,4673********9956,mastercard,classic,2025-09-25,2028-09-24,blocked
1567,1274,2784,4534********1810,mastercard,platinum,2024-12-30,2027-12-30,active
1568,800,2954,4748********4275,mastercard,platinum,2023-07-24,2026-07-23,active
1569,1942,2983,4410********6012,mastercard,platinum,2024-09-18,2027-09-18,expired
1570,914,2160,4613********9789,mastercard,gold,2023-05-24,2026-05-23,active
1571,178,251,4771********6317,mastercard,platinum,2025-01-12,2028-01-12,blocked
1572,565,414,4638********5412,mastercard,classic,2025-05-15,2028-05-14,expired
1573,990,546,4247********1060,mastercard,classic,2023-11-13,2026-11-12,active
1574,412,1194,4404********2955,visa,platinum,2024-10-08,2027-10-08,active
1575,29,739,4587********3305,mastercard,classic,2025-03-31,2028-03-30,blocked
1576,533,311,4410********3169,visa,classic,2025-09-02,2028-09-01,blocked
1577,1534,1980,4330********6838,mastercard,platinum,2024-09-04,2027-09-04,blocked
1578,1267,894,4700********9299,mastercard,gold,2024-04-25,2027-04-25,active
1579,906,1132,4511********9564,mastercard,gold,2024-10-17,2027-10-17,active
1580,192,1450,4769********6873,mastercard,gold,2024-04-18,2027-04-18,active
1581,1119,2908,4989********3820,mastercard,gold,2025-03-17,2028-03-16,blocked
1582,586,16,4281********1093,visa,classic,2024-08-14,2027-08-14,blocked
1583,1109,1951,4536********8313,mastercard,platinum,2024-06-30,2027-06-30,blocked
1584,1595,722,4827********9699,visa,gold,2023-09-04,2026-09-03,active
1585,869,1421,4365********2168,mastercard,gold,2023-07-19,2026-07-18,active
1586,19,2634,4261********6326,visa,classic,2024-08-28,2027-08-28,active
1587,1007,982,4913********5205,mastercard,gold,2025-06-14,2028-06-13,active
1588,239,1875,4788********9393,mastercard,gold,2025-07-13,2028-07-12,active
1589,709,1540,4147********4304,visa,platinum,2026-04-15,2029-04-14,blocked
1590,906,2531,4934********9755,mastercard,classic,2024-01-31,2027-01-30,expired
1591,1081,1551,4794********4823,mastercard,gold,2023-08-19,2026-08-18,active
1592,746,2423,4747********2040,mastercard,classic,2025-10-27,2028-10-26,active
1593,1535,364,4418********4178,visa,platinum,2024-05-21,2027-05-21,active
1594,1101,2769,4829********5387,visa,classic,2024-03-01,2027-03-01,expired
1595,112,183,4658********7737,visa,classic,2026-02-24,2029-02-23,active
1596,347,986,4816********6452,visa,platinum,2025-11-03,2028-11-02,expired
1597,1412,1991,4753********9760,visa,classic,2025-12-13,2028-12-12,expired
1598,1848,1195,4795********5554,visa,classic,2025-12-26,2028-12-25,active
1599,1625,1770,4684********1198,mastercard,platinum,2024-04-25,2027-04-25,active
1600,979,1676,4843********8792,mastercard,platinum,2026-03-19,2029-03-18,blocked
1601,924,1122,4138********5468,mastercard,classic,2025-02-08,2028-02-08,expired
1602,1159,188,4275********2794,visa,gold,2023-11-10,2026-11-09,blocked
1603,183,620,4624********5428,visa,gold,2026-02-15,2029-02-14,active
1604,642,1613,4936********1692,mastercard,classic,2023-07-13,2026-07-12,active
1605,1813,1176,4771********7187,mastercard,gold,2023-09-29,2026-09-28,expired
1606,240,1183,4997********1232,mastercard,gold,2024-12-03,2027-12-03,active
1607,491,2385,4586********5115,visa,gold,2026-02-25,2029-02-24,expired
1608,1202,2716,4848********9986,visa,classic,2024-10-28,2027-10-28,blocked
1609,94,615,4001********3762,mastercard,gold,2023-05-08,2026-05-07,active
1610,445,1514,4666********1725,visa,classic,2023-08-04,2026-08-03,active
1611,309,1467,4933********9690,visa,gold,2023-11-07,2026-11-06,expired
1612,418,402,4287********1287,mastercard,classic,2025-05-14,2028-05-13,active
1613,1734,995,4157********1669,visa,classic,2024-05-12,2027-05-12,expired
1614,1582,935,4761********8209,mastercard,gold,2024-02-15,2027-02-14,active
1615,71,372,4545********8156,mastercard,gold,2024-02-18,2027-02-17,expired
1616,871,1923,4374********2862,mastercard,classic,2024-08-25,2027-08-25,expired
1617,165,2307,4920********7969,mastercard,platinum,2023-11-16,2026-11-15,expired
1618,894,594,4738********3604,visa,classic,2023-10-21,2026-10-20,expired
1619,807,1911,4534********3115,mastercard,platinum,2024-02-05,2027-02-04,expired
1620,714,727,4894********7495,mastercard,classic,2025-09-18,2028-09-17,expired
1621,1986,827,4430********3607,visa,platinum,2023-08-19,2026-08-18,active
1622,73,1675,4172********8034,visa,platinum,2025-06-19,2028-06-18,active
1623,679,688,4739********9988,mastercard,platinum,2024-03-21,2027-03-21,expired
1624,797,2216,4774********5586,visa,gold,2025-03-10,2028-03-09,blocked
1625,27,137,4858********8873,mastercard,platinum,2025-01-07,2028-01-07,active
