account_id,client_id,account_number,account_type,currency,balance,status,opened_at
1632,1525,RU34HPTP0860437758725,credit,KZT,854706.68,closed,2025-07-10 00:35:44
1633,976,RU55GOCP2015333003256,savings,USD,1447955.72,active,2025-12-07 20:51:53
1634,1010,RU26SZNI7413311519683,savings,EUR,1376631.56,blocked,2026-01-19 03:46:59
1635,1639,RU55TJRY4226631543099,debit,USD,2085065.45,blocked,2025-06-19 18:12:02
1636,58,RU68AGUU4913156536671,savings,USD,601512.36,blocked,2025-04-27 11:53:56
1637,1189,RU94GMJN3514522823253,savings,KZT,3225899.83,closed,2025-10-12 20:02:12
1638,88,RU42JQVK2979934965775,savings,KZT,2340067.63,blocked,2025-08-08 18:07:16
1639,19,RU15RHUH5219706406412,debit,USD,2503691.26,closed,2025-07-14 01:48:06
1640,715,RU65GWZX1540244783075,credit,EUR,1953731.0,active,2025-06-29 23:37:02
1641,1344,RU19ADMG2703491410526,debit,USD,3280010.99,closed,2025-09-01 23:36:38
1642,942,RU33TUMG6427212645436,credit,KZT,1392422.38,active,2026-04-16 20:37:03
1643,807,RU79PNQU7967467269863,debit,EUR,2419239.56,blocked,2025-12-14 12:02:36
1644,1350,RU82AZCW3332798821702,debit,EUR,3542792.42,closed,2026-02-18 08:25:18
1645,1350,RU87UNVP1996149491851,credit,USD,647980.43,active,2025-12-07 21:41:16
1646,1957,RU27JXOL6160384952606,credit,USD,2922881.63,blocked,2025-05-19 10:59:11
1647,93,RU97QFFQ7956141096615,debit,EUR,796739.19,active,2026-01-06 13:52:13
1648,218,RU60TFTG2578908850690,savings,EUR,2382588.62,active,2026-02-16 22:21:27
1649,1656,RU51GBWY3471120273023,credit,KZT,528053.61,active,2026-01-31 00:09:40
1650,1828,RU49QULU9512920722303,savings,USD,4611956.62,active,2025-12-16 20:32:37
1651,513,RU50HLXR2339895111399,debit,KZT,4234162.46,active,2025-10-11 16:31:55
1652,1564,RU15PYXP3879278767823,savings,EUR,3156838.98,active,2026-04-16 21:18:23
1653,357,RU73MAUR4229665144486,savings,KZT,3493929.9,blocked,2025-06-13 22:51:27
1654,1306,RU64KOIG0620681484991,credit,EUR,999472.41,active,2025-10-30 22:36:01
1655,897,RU88SQWO2029811300843,credit,USD,1128257.2,active,2025-10-08 18:56:56
1656,1667,RU10UGSD4198117963305,credit,KZT,431005.47,active,2025-12-23 12:58:17
1657,1966,RU63AOYI9504432719298,credit,KZT,1018494.51,active,2026-04-05 03:15:51
1658,11,RU52UAEW8441616936240,savings,USD,2841906.85,active,2025-09-02 12:50:53
1659,380,RU09QXQY5163238137057,credit,EUR,4788760.33,closed,2025-11-01 21:52:45
1660,390,RU70WVJC0376226594152,debit,EUR,4138051.12,closed,2025-09-06 23:03:17
1661,731,RU71LZRG8516357811644,credit,EUR,4267254.58,active,2025-10-10 15:49:43
1662,876,RU83WNNQ4713290102915,credit,USD,4370010.53,closed,2025-05-23 13:32:30
1663,261,RU83QYVK1185811014602,credit,USD,505464.11,blocked,2025-07-21 18:17:22
1664,106,RU75GYXL3596828901408,credit,EUR,1655268.05,active,2026-03-08 04:31:06
1665,1927,RU09DEWH5631676602716,savings,USD,1952741.62,active,2025-05-19 14:33:17
1666,1787,RU88RSFO8884787181938,debit,USD,374810.84,closed,2025-07-25 23:11:05
1667,1748,RU51HJPV7051047308028,credit,EUR,2500734.99,blocked,2025-12-19 11:22:37
1668,117,RU75FDGD1482414304446,credit,EUR,4459150.07,closed,2025-10-23 03:01:41
1669,1919,RU89SORU9425963490019,savings,EUR,150860.17,active,2025-10-03 20:58:27
1670,535,RU23ONQX9334500419511,debit,USD,4440252.13,active,2025-06-16 07:27:09
1671,419,RU64GUBG0766170616684,credit,EUR,1648716.24,active,2025-07-23 17:18:00
1672,1011,RU35NJZW8209872848181,debit,EUR,4521715.0,active,2025-09-04 12:42:10
1673,145,RU90RMSM9234440557247,savings,EUR,3696707.67,active,2026-04-02 21:27:42
1674,1130,RU04YOFC3963620916049,savings,KZT,1353271.52,active,2025-06-02 15:06:34
1675,73,RU74VJDP2319017066863,savings,EUR,1126999.96,active,2025-10-07 19:12:18
1676,979,RU50OEDW8589358404705,savings,KZT,108194.87,active,2025-05-03 10:49:26
1677,1585,RU73WOCZ2656564165666,debit,EUR,3041086.34,blocked,2026-01-13 01:20:29
1678,1401,RU76ODKO1112070180589,credit,KZT,2762927.3,active,2025-09-20 13:27:11
1679,1569,RU34GYLS6792625525761,savings,EUR,627061.73,blocked,2025-11-22 15:19:06
1680,283,RU65LAWW3359848086186,debit,USD,590844.79,closed,2026-04-09 02:53:49
1681,754,RU37VYVW8304342299785,savings,KZT,1716285.06,active,2025-07-24 17:05:45
1682,476,RU39GEDW0133989309040,debit,EUR,51238.2,blocked,2026-02-07 12:10:01
1683,1542,RU49BHPN5849014056502,credit,EUR,229852.82,active,2026-03-28 08:31:21
1684,1475,RU51LORP0909590279904,debit,KZT,383981.77,active,2025-10-10 12:49:32
1685,370,RU13MGMT1991838648836,savings,KZT,1571315.29,closed,2026-01-02 16:10:43
1686,1824,RU84ENSN1636771775296,debit,USD,649451.51,blocked,2025-10-26 03:00:31
1687,1347,RU43WVSW4269154897881,debit,EUR,384942.37,active,2026-04-22 15:25:56
1688,1114,RU17VUID2452770508755,debit,USD,3526570.68,active,2026-04-06 19:48:05
1689,1875,RU61BKNF4481888678950,debit,USD,3565956.16,active,2026-02-20 05:15:28
1690,1130,RU89DHSD9387074142013,savings,EUR,1221784.75,active,2025-08-25 01:10:09
1691,1430,RU53ITVZ8438281404624,credit,EUR,522786.48,active,2026-04-07 21:45:41
1692,842,RU73PRNV3572362733089,credit,EUR,2431552.27,active,2025-07-11 06:27:29
1693,1868,RU45AHJK4468432109549,debit,EUR,1153449.1,closed,2025-07-14 01:42:14
1694,252,RU06MRND7730790991998,savings,EUR,4082082.17,active,2025-05-07 03:29:58
1695,482,RU86ZIMO6170995110356,credit,USD,3249890.52,blocked,2025-06-06 13:58:11
1696,44,RU52XFKP6210902805795,savings,KZT,1352222.56,closed,2025-09-19 09:58:28
1697,616,RU59LAAZ0444156630572,debit,KZT,1396183.32,closed,2025-09-19 07:44:02
1698,1015,RU46PLNE2021758928390,debit,USD,1923931.59,active,2025-07-19 09:11:59
1699,422,RU52KGOA1376072032489,savings,KZT,3299968.55,closed,2025-05-13 12:17:01
1700,1353,RU42GYEH7756779466853,savings,KZT,2708204.28,active,2026-04-22 04:44:54
1701,54,RU77FIDY4842689880775,credit,USD,4613570.72,active,2026-03-03 21:12:25
1702,1543,RU25PUJN5857856451924,credit,KZT,3786503.83,active,2026-01-30 02:00:25
1703,1699,RU66EOSH4682985165228,credit,USD,4328845.72,active,2026-03-02 18:40:16
1704,224,RU93PGKD1877863414487,credit,USD,4762415.49,active,2026-03-22 15:07:11
1705,1921,RU46VPOJ7639710318872,credit,USD,2119751.27,closed,2026-02-15 20:54:11
1706,1063,RU22PPSN0688867420505,savings,KZT,4801564.74,blocked,2026-02-06 18:59:59
1707,1894,RU66PRJM2216346518651,debit,KZT,4538655.26,active,2026-02-27 17:53:51
1708,1398,RU73LHCE1413829879086,savings,KZT,4994031.65,closed,2025-08-16 02:28:36
1709,692,RU49VQNK1466017059396,credit,USD,193992.44,active,2025-09-10 16:25:44
1710,551,RU17OBDW5522641246552,credit,USD,3912349.01,closed,2025-04-28 00:11:51
1711,255,RU56WVXT5787351683202,savings,EUR,3304221.6,active,2026-03-18 09:19:29
1712,367,RU30FZOW1131800214980,savings,USD,87316.17,active,2025-10-21 08:43:11
1713,76,RU77BXYR4755577343282,savings,USD,3189077.75,closed,2025-07-16 19:37:40
1714,837,RU21HTCG2183669498359,debit,EUR,4694232.46,active,2026-04-06 14:14:50
1715,1250,RU63QUAQ4698732975845,credit,USD,4766513.14,blocked,2025-07-02 01:04:57
1716,529,RU54NEPD3702446984598,savings,USD,4345407.8,active,2025-07-20 12:53:11
1717,1291,RU44TXAT0660947830626,debit,KZT,4356324.67,active,2025-07-22 13:51:11
1718,235,RU93JMXK8899872444631,credit,KZT,922093.21,closed,2026-03-23 10:17:05
1719,902,RU87EXQV4209274939098,credit,USD,210735.98,active,2025-05-16 20:00:20
1720,1950,RU89CVCE2021512851368,credit,USD,4876436.36,active,2026-01-11 16:13:16
1721,1731,RU85IBKJ1652370087775,savings,EUR,3591878.17,closed,2025-07-23 08:43:18
1722,717,RU74CTBY0322607347843,debit,KZT,2535182.76,active,2025-11-07 16:23:05
1723,159,RU75FNOI8464310323385,debit,KZT,1629619.44,active,2026-03-11 05:18:48
1724,1685,RU59ZIHO6730585821964,credit,USD,357894.48,blocked,2026-03-29 08:43:53
1725,580,RU17YKTT6822431212558,debit,KZT,1633376.17,active,2025-08-31 07:28:56
1726,1998,RU70QTQG9230781412570,savings,EUR,1874203.32,active,2025-12-20 17:52:09
1727,64,RU06VNOB7792445475971,debit,USD,224008.27,active,2026-04-12 08:27:28
1728,1211,RU55DHDL6873102426459,debit,KZT,3045581.69,active,2025-11-07 14:09:13
1729,1466,RU66XZNH9468458310903,credit,EUR,3917552.27,active,2025-07-15 15:54:36
1730,776,RU82LRVL8726327502719,credit,KZT,3285639.6,active,2025-09-18 05:12:06
1731,1562,RU60EMJF1023872880736,credit,KZT,4775941.57,active,2025-11-28 19:07:14
1732,1032,RU70NXYW4970695990196,credit,EUR,2741616.92,blocked,2025-11-18 12:43:43
1733,1502,RU81VUIH3562395021118,debit,EUR,3991229.53,closed,2025-10-23 15:36:55
1734,1351,RU45PAVB0082220532208,credit,EUR,2205646.05,active,2025-07-07 22:56:24
1735,1713,RU19SHSW5608980466171,credit,USD,4555436.54,active,2025-07-26 14:47:46
1736,1637,RU68ACJP8247599117390,savings,KZT,2279650.05,active,2026-01-17 09:05:54
1737,494,RU24ZMNK0688857602731,savings,EUR,4788085.1,blocked,2025-09-10 18:09:55
1738,164,RU70NAHL0245063270524,savings,EUR,2528711.57,active,2026-01-01 22:39:53
1739,992,RU29CVNT4564686676469,credit,KZT,2245391.14,blocked,2025-07-21 10:44:16
1740,1167,RU43DIFW8400001374378,debit,EUR,1225474.71,blocked,2026-01-10 00:18:13
1741,1198,RU14IPXD0738232258337,credit,KZT,3028122.78,active,2025-09-02 20:52:06
1742,643,RU92NYYF2334501541776,debit,KZT,2043105.45,closed,2025-06-19 20:21:48
1743,1180,RU38LORN6100005911862,savings,EUR,4407324.77,active,2026-04-07 16:36:28
1744,369,RU15UXIP9393348914026,savings,KZT,834687.95,blocked,2025-08-03 12:01:55
1745,1568,RU42SUVM3155580087575,credit,EUR,4650695.7,active,2025-06-11 07:18:10
1746,1781,RU38OKDW3183823708444,debit,USD,120633.39,active,2025-05-21 13:44:06
1747,272,RU44MRUK0138138541842,credit,EUR,4593196.39,blocked,2025-09-07 20:08:08
1748,262,RU53THFM4570177337010,savings,EUR,2785146.96,active,2025-06-08 10:37:31
1749,690,RU61NLGM0549712793108,savings,EUR,3044178.45,active,2026-01-28 16:23:24
1750,93,RU98EMFU7756999060418,debit,EUR,4603697.82,blocked,2026-04-11 21:17:15
1751,838,RU26NTMA9566118289210,credit,USD,3703746.7,blocked,2025-08-13 13:34:38
1752,1552,RU02PKQN4358309753363,savings,EUR,673893.09,active,2026-01-29 06:37:51
1753,1569,RU44DISE8969186175686,credit,EUR,419863.67,active,2025-12-09 17:30:22
1754,1215,RU24GIKV4964220699255,savings,EUR,3247374.4,blocked,2025-08-25 15:52:36
1755,899,RU78QYHB0358087563449,debit,EUR,3612943.4,active,2026-02-17 10:07:47
1756,199,RU76DXBQ8534883192727,debit,USD,2466974.04,active,2025-11-28 07:16:25
1757,1061,RU11ZOQZ3407932818167,credit,EUR,2541631.23,blocked,2025-08-11 23:58:42
1758,662,RU06CPOV1103402073617,savings,USD,3786743.77,active,2025-05-09 12:02:44
1759,1668,RU56JKOY4179184800000,credit,EUR,1054192.77,closed,2025-08-09 06:43:28
1760,1178,RU65CHHB2148904011392,credit,USD,498233.21,active,2025-06-26 12:37:22
1761,243,RU09DLVU8192772443764,savings,USD,2433691.99,active,2026-04-02 01:14:27
1762,347,RU65KMCQ4689158336597,savings,USD,4944039.07,active,2026-04-17 06:18:03
1763,475,RU14JPBU9148719290833,credit,USD,705874.62,active,2025-11-23 15:43:29
1764,1718,RU06QEXM5619789681266,credit,KZT,137723.27,active,2026-04-04 02:35:47
1765,1106,RU67NVTS1699277086657,credit,KZT,34318.87,active,2025-09-13 17:33:22
1766,417,RU86ZJRX6597759776738,savings,EUR,2133086.3,blocked,2025-11-11 12:16:17
1767,259,RU26ABOK0682337339347,savings,USD,4590057.97,active,2025-10-12 19:20:38
1768,1821,RU55YJWC2678865707385,savings,USD,1316019.6,active,2025-08-09 08:33:37
1769,1499,RU85IMAX5217321330587,credit,KZT,4842229.43,active,2026-02-06 06:21:28
1770,1625,RU70VRSF8802295576930,debit,EUR,372677.3,active,2025-11-06 03:19:55
1771,687,RU33QQRG7079919062315,savings,USD,3153489.09,closed,2026-01-09 05:26:31
1772,1592,RU58XJHY4491974708486,debit,EUR,3439999.94,active,2025-10-08 12:33:39
1773,206,RU76PDDW7249859634365,credit,EUR,1588318.47,closed,2026-01-04 23:22:14
1774,1716,RU04ZXBT4162672408962,credit,KZT,4745963.54,active,2025-07-27 17:16:14
1775,281,RU02RVPB1321566701918,credit,USD,4360701.99,active,2026-01-09 17:14:36
1776,401,RU47ODOD0459992071898,savings,USD,758014.1,active,2026-02-02 02:28:11
1777,1018,RU20VAEF1318960503461,savings,KZT,993666.27,active,2025-11-09 17:30:41
1778,1756,RU21UCPH4174146554512,credit,EUR,1071731.19,blocked,2025-05-19 08:06:32
1779,1005,RU29HGKL9164915663036,credit,EUR,1043526.31,active,2025-05-08 06:56:58
1780,857,RU36GHQN4865007443525,credit,USD,3067277.73,closed,2025-07-23 08:53:53
1781,1307,RU94UACS1653647066967,savings,USD,2652775.23,active,2026-03-30 03:42:47
1782,615,RU27PQUD3414524486491,debit,USD,3340211.03,blocked,2026-02-26 15:24:04
1783,1291,RU62VKGL0904351840639,savings,EUR,1786282.23,blocked,2025-08-15 22:40:36
1784,198,RU17ETWI6513271004991,debit,KZT,4814631.84,active,2025-10-03 04:05:18
1785,1986,RU07FNYY4384709819205,savings,USD,1237733.89,blocked,2025-06-07 04:42:05
1786,361,RU41BTDM3392362593286,savings,USD,3303403.69,active,2026-01-18 21:24:23
1787,816,RU33LPXZ1192491283006,credit,KZT,3868635.22,blocked,2026-03-15 11:40:56
1788,1649,RU93FHYR1839245167917,savings,EUR,2060602.59,active,2025-05-04 11:08:20
1789,596,RU21OMDV9607911729233,savings,EUR,1076315.76,blocked,2025-05-16 19:54:57
1790,1152,RU50WKSD3353153562872,savings,USD,3375270.25,blocked,2025-09-22 05:05:58
1791,1657,RU30WJLW0409414771682,savings,USD,1993998.88,active,2025-08-05 10:05:11
1792,995,RU94RVTR2182446821636,credit,KZT,1699867.94,active,2025-08-21 00:42:58
1793,917,RU11ETPA3864732232242,savings,KZT,2862955.98,active,2025-11-17 09:11:34
1794,423,RU81NGOR3681254145287,credit,KZT,4739441.09,closed,2025-12-16 09:48:15
1795,676,RU41RIPL9044741764344,debit,EUR,2699296.78,active,2026-02-28 20:13:07
1796,777,RU04CALO9406525329324,debit,EUR,1667107.11,active,2026-02-15 00:40:28
1797,1569,RU36JIVR3451995508977,credit,KZT,3275002.98,closed,2025-07-13 22:50:58
1798,742,RU50KZIP2815706625016,credit,KZT,4926101.27,closed,2025-09-23 19:45:38
1799,1761,RU88FFAJ3771494872484,credit,KZT,1451647.23,active,2026-04-11 21:05:49
1800,766,RU54SEND5283056820808,savings,USD,1078859.87,active,2025-04-28 12:19:51
1801,74,RU30FAXP8098822092521,debit,EUR,513501.13,blocked,2026-02-24 13:02:39
1802,994,RU96AUWZ9423547913027,debit,KZT,1416165.52,active,2025-07-21 12:59:34
1803,1294,RU92YSES9025100227982,credit,KZT,169856.29,active,2026-03-04 22:51:32
1804,1606,RU23LOSZ9883594326032,savings,EUR,2004353.93,active,2026-03-23 23:27:32
1805,174,RU68FJBR0770037817150,debit,KZT,2523043.81,blocked,2025-05-01 01:02:21
1806,31,RU75MRKE4608889592085,credit,EUR,3024754.43,active,2025-05-30 07:50:28
1807,1508,RU22DLCY2286600999749,credit,USD,972226.12,closed,2026-03-22 22:28:25
1808,640,RU11IDDY7159036487372,savings,USD,2562265.8,active,2025-08-18 13:28:04
1809,562,RU24WLTV0125996848343,savings,KZT,499296.41,closed,2025-10-23 06:57:30
1810,772,RU52WESV7867154295995,savings,USD,466218.91,blocked,2025-11-27 02:03:09
1811,571,RU23ZPCZ9477007191035,savings,USD,4538421.12,closed,2025-11-05 22:58:56
1812,501,RU84GHMH5921723405155,savings,KZT,4965776.62,blocked,2025-09-14 23:21:19
1813,1563,RU80RXRU6631438706115,credit,EUR,542413.17,active,2025-12-03 15:24:56
1814,1998,RU02JEDD8895949192659,debit,USD,3856257.75,blocked,2025-09-13 20:10:33
1815,977,RU63KDPG3666481431374,credit,KZT,3214450.01,active,2025-06-18 01:14:01
1816,1659,RU28AYXA1980110638224,credit,KZT,477849.79,active,2025-07-12 20:55:24
1817,1772,RU60IHFM5495189819785,savings,EUR,1250595.32,active,2025-09-26 19:14:20
1818,1263,RU42KCOT1543698034594,savings,EUR,3615439.04,closed,2026-02-12 14:19:22
1819,477,RU62RTGA4940809100695,debit,USD,1260867.22,active,2026-02-04 19:15:09
1820,692,RU40MTRC9833316792664,debit,KZT,1607893.47,closed,2025-12-11 17:45:27
1821,833,RU96AYWH0750599906408,debit,USD,3452296.3,closed,2026-02-25 20:17:24
1822,1001,RU92DBMO1091796510592,credit,USD,1565767.86,active,2025-08-26 04:56:08
1823,945,RU23ARMK3749455839318,credit,USD,2572641.15,active,2026-04-15 23:40:41
1824,216,RU17LXNM5493478126888,savings,EUR,388444.72,active,2026-02-11 03:53:02
1825,28,RU80XDAP8632019703078,debit,EUR,3740995.66,active,2025-07-08 20:47:17
1826,897,RU06DOXN2325588119127,debit,KZT,4427628.66,blocked,2025-06-28 12:26:01
1827,1283,RU09ONDL1807844246760,credit,USD,700187.08,closed,2025-10-02 14:36:15
1828,818,RU16BIVE5976571254458,debit,USD,588798.81,active,2026-01-27 19:32:37
1829,1889,RU93JZOS5196149901409,credit,USD,2612878.03,closed,2026-04-03 16:20:59
1830,762,RU66AKJU4496252165389,credit,EUR,830562.42,active,2025-11-12 10:14:37
1831,1403,RU73OYZX3907666752442,debit,EUR,4760024.82,active,2025-11-10 22:09:32
1832,1239,RU30AHDY5799706581124,savings,USD,2314937.95,active,2026-04-18 06:11:48
1833,1530,RU06LYBZ7783635096801,credit,KZT,822026.82,blocked,2025-04-27 00:43:43
1834,651,RU70SEEO1662393526017,savings,KZT,752595.03,active,2025-04-25 09:24:25
1835,639,RU49UOFN5581326135427,credit,KZT,997138.92,active,2025-11-18 01:12:33
1836,940,RU63ACVR2332002530467,savings,KZT,306477.84,blocked,2025-12-10 01:54:20
1837,321,RU24XJAY7185331156483,debit,USD,3182081.3,active,2025-09-04 04:25:30
1838,1288,RU82KNFX8753184833649,debit,KZT,1373628.49,blocked,2025-12-06 04:49:43
1839,1494,RU60EDLE9645871663930,savings,USD,3122880.18,blocked,2026-04-21 01:34:10
1840,522,RU69GEFD6880701821557,credit,EUR,3208355.17,active,2025-05-23 07:19:06
1841,1214,RU70IZVC2512188334017,debit,KZT,3653559.73,active,2025-07-01 11:18:01
1842,539,RU39SWCS4455766962536,credit,KZT,634393.74,closed,2025-12-07 07:22:49
1843,1321,RU19ODDP1203457417565,savings,USD,2878702.9,closed,2025-12-14 02:06:07
1844,568,RU52ZTXF3002242237166,credit,EUR,3342816.07,blocked,2025-07-13 12:04:06
1845,345,RU29JHGV3519997211152,debit,KZT,4945447.04,active,2026-04-19 05:11:44
1846,1646,RU79TFOY0993067642011,credit,KZT,717523.33,blocked,2026-03-28 21:10:58
1847,1,RU49PYWH1010910460052,savings,KZT,4479870.76,active,2025-06-15 09:53:14
1848,1048,RU71UBJS5668651038953,savings,USD,3324546.3,active,2025-08-18 17:14:11
1849,1025,RU08PVUF2783929025324,debit,KZT,2801165.53,blocked,2026-02-17 18:38:32
1850,790,RU69IQRR0769657765439,credit,USD,1775603.17,closed,2025-08-24 07:34:51
1851,1087,RU30LTFR9146312453474,debit,EUR,4211113.91,active,2025-12-25 08:21:07
1852,1708,RU94SWVC1608478182223,savings,EUR,715277.12,blocked,2025-11-26 21:17:43
1853,905,RU87UWIV4944748485694,savings,EUR,3945036.31,active,2025-11-25 21:14:27
1854,1843,RU27JKCW4215729914260,savings,EUR,1741554.26,active,2026-03-25 14:11:02
1855,749,RU05PCHG9143827646123,savings,EUR,1730611.79,blocked,2025-07-15 05:45:44
1856,1264,RU46XTLK4525913720677,credit,KZT,1912904.62,active,2026-04-20 15:10:21
1857,1532,RU37UVGB9780399346862,debit,KZT,2210960.76,closed,2025-07-07 21:40:55
1858,12,RU07BWPK3919193828918,credit,USD,1642929.27,active,2026-04-13 21:07:46
1859,520,RU73XGXK0739848550506,credit,KZT,3034265.3,active,2025-12-30 13:41:55
1860,564,RU78QDLD1462785662176,credit,USD,1992071.72,active,2025-08-07 16:40:26
1861,1281,RU68FVOW2438144565149,debit,EUR,4116805.22,blocked,2025-12-15 03:55:48
1862,1295,RU19TOKG0144633845545,savings,USD,869681.07,closed,2026-03-02 18:59:17
1863,213,RU92ZACE2219884813120,debit,USD,145156.01,active,2026-01-22 06:13:34
1864,1508,RU65LTHB8989309222024,debit,KZT,415040.28,active,2025-05-14 23:35:37
1865,909,RU56CZPN6970683828266,credit,EUR,312565.04,active,2026-03-22 09:18:20
1866,1115,RU98OJBV0097735496259,savings,KZT,3275871.01,active,2025-08-30 09:51:03
1867,1715,RU36LSAX1213553012534,credit,USD,4488784.63,active,2026-04-09 23:09:18
1868,1202,RU16VGNX4669370675644,credit,USD,2582185.91,blocked,2025-10-01 22:07:10
1869,1716,RU53AGUC4822119457205,credit,EUR,308355.55,active,2026-03-09 15:11:20
1870,1560,RU33LKHF1685550269450,credit,KZT,3645056.38,active,2025-06-29 05:47:58
1871,909,RU60LQGX6072288499392,debit,USD,3043036.6,closed,2025-09-29 03:41:21
1872,355,RU91ZXRU8668980106528,credit,EUR,4210778.02,active,2025-08-22 01:27:07
1873,561,RU68LJJX3052361416370,credit,USD,589455.14,blocked,2025-11-29 20:56:50
1874,1713,RU31OUFP4200502940799,credit,KZT,2831380.25,blocked,2025-05-27 10:55:03
1875,239,RU63HTOP8810485915905,debit,KZT,3648022.34,active,2025-08-24 12:30:54
1876,1211,RU72IFJR7840414714088,credit,KZT,3833846.12,active,2025-07-16 16:40:35
1877,1307,RU10OPSY5156992291379,savings,USD,407293.39,active,2025-08-20 17:55:39
1878,1715,RU29BUCM8840476330994,credit,EUR,4713344.43,active,2026-02-07 11:32:24
1879,1548,RU86PYUT1415928427677,credit,KZT,1553124.82,blocked,2026-01-22 08:47:01
1880,588,RU33IDNK3746678563716,debit,USD,702989.94,active,2025-09-30 23:47:15
1881,463,RU83JHMC1168595241716,debit,USD,4417959.33,active,2025-08-15 18:09:26
1882,532,RU77QPJP8256343251011,credit,USD,1323461.17,blocked,2025-09-08 03:27:19
1883,1186,RU32AFVZ8831491410112,savings,USD,3862080.35,closed,2025-10-14 20:26:45
1884,1699,RU31BZCU7474815796194,credit,EUR,4158820.48,active,2026-03-13 09:22:55
1885,1199,RU37EGYQ0212458247080,savings,KZT,2690205.97,active,2026-01-20 22:03:00
1886,889,RU39XPBS2785743642542,savings,EUR,4054730.7,active,2025-07-12 18:44:03
1887,701,RU69VJVO0269154666920,credit,EUR,2758504.42,active,2025-05-28 11:06:35
1888,1052,RU69PYWF9722318708633,debit,USD,1092056.34,active,2025-05-05 10:18:20
1889,1889,RU10JYXI5397508290385,debit,EUR,3292002.57,active,2025-10-24 18:27:54
1890,287,RU51MWTQ0284402783626,savings,EUR,1615631.79,closed,2025-09-16 23:33:59
1891,1349,RU84RWIT4147904475153,credit,KZT,1612537.86,active,2025-12-23 16:17:37
1892,735,RU52PUTF6060823820002,debit,KZT,2107617.41,active,2025-08-31 23:11:51
1893,1327,RU56TPRA6782465530922,debit,KZT,4565830.97,active,2025-06-25 10:05:16
1894,957,RU84FFDE8816903583223,credit,KZT,3760473.84,blocked,2026-03-03 11:40:41
1895,1263,RU65FPEH4424160838814,savings,EUR,2880250.04,blocked,2026-02-01 02:10:54
1896,818,RU51YRSU9482233228466,savings,KZT,1263621.27,active,2025-12-12 14:22:23
1897,692,RU94DTSS7108186321337,savings,EUR,2006364.37,active,2026-04-18 23:59:55
1898,1797,RU64YWKW2145544722700,debit,EUR,540168.72,blocked,2026-02-17 20:04:00
1899,552,RU94IQTV9744225973037,credit,USD,2965787.18,active,2025-11-08 03:16:45
1900,341,RU12IQZL0837432006083,savings,EUR,4826212.82,closed,2025-07-09 06:59:23
1901,1949,RU22AUOP3667585987715,credit,KZT,650324.24,active,2026-02-23 11:11:17
1902,1966,RU70OHHH5383790238940,debit,KZT,1547058.42,active,2026-02-28 11:36:48
1903,709,RU46KNTX4761927812079,savings,USD,827545.06,active,2026-01-03 23:51:56
1904,303,RU23UMEI8099522427561,debit,KZT,1507110.39,active,2025-07-03 21:43:34
1905,484,RU52OWHO2017011755567,debit,USD,451744.31,active,2025-06-22 01:51:29
1906,1403,RU98OJPH5106744499890,credit,USD,25718.97,active,2025-09-04 02:08:09
1907,205,RU37ZWPD6778803024923,savings,EUR,3434245.41,active,2026-04-12 17:24:33
1908,968,RU34VVXA0833418715503,credit,USD,4156903.61,active,2026-02-13 13:23:15
1909,1878,RU63TUGB3803543137312,debit,USD,643383.47,active,2025-09-25 12:22:24
1910,1584,RU04WSLZ0488819875997,savings,USD,4099135.59,blocked,2025-12-11 01:03:43
1911,807,RU67HEWF9278099283986,credit,KZT,1734989.06,closed,2025-05-03 15:52:48
1912,455,RU18GSDU0620467863038,credit,KZT,3839451.79,active,2025-09-10 21:53:13
1913,697,RU19CMSC9486707698644,credit,KZT,3053222.05,blocked,2026-04-13 09:44:52
1914,159,RU92ISCD8510154272557,credit,KZT,691261.42,active,2025-05-10 09:36:32
1915,433,RU63HAXD8087258423022,savings,USD,465158.91,blocked,2026-01-02 05:19:45
1916,369,RU08UXPZ2752152723114,savings,KZT,1425535.66,blocked,2026-01-10 11:11:18
1917,1682,RU54HJCX6638267759727,savings,KZT,1305836.47,blocked,2025-07-01 22:25:02
1918,335,RU04OODU9846053465740,savings,EUR,2587225.51,active,2025-10-20 18:34:56
1919,1652,RU94TMZR3486987164629,debit,USD,3430642.03,active,2026-01-02 22:19:37
1920,1767,RU80ESCY7736053908110,savings,KZT,805258.01,active,2025-12-02 09:36:54
1921,1039,RU23ABPW7831826374198,savings,EUR,2274005.64,blocked,2026-01-02 03:12:24
1922,1966,RU53PVXB3225081933922,credit,USD,2112862.88,active,2025-08-18 20:55:45
1923,871,RU22PIUJ5454472787924,savings,EUR,3170951.78,closed,2026-03-02 16:08:22
1924,1644,RU65JZOV7174066867994,savings,EUR,1864753.75,blocked,2026-01-24 17:43:42
1925,687,RU34EAVY6137698237618,credit,USD,559249.02,active,2025-10-04 21:45:43
1926,1089,RU03EKXT3087879091281,savings,EUR,400965.55,active,2025-09-01 03:20:04
1927,1942,RU47FCFM3581567102622,credit,EUR,1289924.92,closed,2026-03-04 21:21:39
1928,1259,RU12WKYX1933562844372,credit,USD,2175005.33,blocked,2025-08-10 14:57:10
1929,82,RU39ZRFQ4012520043209,debit,USD,2301793.33,active,2026-04-03 12:48:56
1930,1228,RU32CRFQ1247966678303,credit,USD,1262381.7,active,2026-01-10 08:36:35
